date,price
2023-11-02 00:00:00 UTC,35457.4549121055
2023-11-03 00:00:00 UTC,34924.0554504433
2023-11-04 00:00:00 UTC,34731.3813689678
2023-11-05 00:00:00 UTC,35048.4078349011
2023-11-06 00:00:00 UTC,35061.9287491958
2023-11-07 00:00:00 UTC,35031.2688820871
2023-11-08 00:00:00 UTC,35436.5376295796
2023-11-09 00:00:00 UTC,35795.0806307102
2023-11-10 00:00:00 UTC,36768.4208191267
2023-11-11 00:00:00 UTC,37344.2490007203
2023-11-12 00:00:00 UTC,37122.7228243066
2023-11-13 00:00:00 UTC,37067.6969821201
2023-11-14 00:00:00 UTC,36549.1620482984
2023-11-15 00:00:00 UTC,35545.2014334541
2023-11-16 00:00:00 UTC,37903.6624516629
2023-11-17 00:00:00 UTC,36201.5161114614
2023-11-18 00:00:00 UTC,36527.7602253074
2023-11-19 00:00:00 UTC,36582.3684419227
2023-11-20 00:00:00 UTC,37413.9946079053
2023-11-21 00:00:00 UTC,37489.298470802
2023-11-22 00:00:00 UTC,35965.3603606808
2023-11-23 00:00:00 UTC,37464.8329322091
2023-11-24 00:00:00 UTC,37293.3161274267
2023-11-25 00:00:00 UTC,37738.9316974712
2023-11-26 00:00:00 UTC,37809.8528662532
2023-11-27 00:00:00 UTC,37491.8381860081
2023-11-28 00:00:00 UTC,37250.1690514811
2023-11-29 00:00:00 UTC,37802.2360437747
2023-11-30 00:00:00 UTC,37810.3464165413
2023-12-01 00:00:00 UTC,37711.8183758527
2023-12-02 00:00:00 UTC,38688.2587417907
2023-12-03 00:00:00 UTC,39481.6664160629
2023-12-04 00:00:00 UTC,39960.2754204105
2023-12-05 00:00:00 UTC,41974.3317725433
2023-12-06 00:00:00 UTC,44105.9447725994
2023-12-07 00:00:00 UTC,43788.2888082523
2023-12-08 00:00:00 UTC,43270.1195597075
2023-12-09 00:00:00 UTC,44202.1761094362
2023-12-10 00:00:00 UTC,43745.4919918955
2023-12-11 00:00:00 UTC,43757.9599376192
2023-12-12 00:00:00 UTC,41200.9627261017
2023-12-13 00:00:00 UTC,41450.8193873774
2023-12-14 00:00:00 UTC,42931.7618260325
2023-12-15 00:00:00 UTC,43009.5954563739
2023-12-16 00:00:00 UTC,41992.014187224
2023-12-17 00:00:00 UTC,42247.0678817223
2023-12-18 00:00:00 UTC,41410.8196345759
2023-12-19 00:00:00 UTC,42684.1825546834
2023-12-20 00:00:00 UTC,42250.2061827975
2023-12-21 00:00:00 UTC,43634.1241684964
2023-12-22 00:00:00 UTC,43849.6995993962
2023-12-23 00:00:00 UTC,44003.6960216438
2023-12-24 00:00:00 UTC,43752.0308847838
2023-12-25 00:00:00 UTC,43034.9710630915
2023-12-26 00:00:00 UTC,43638.2363022009
2023-12-27 00:00:00 UTC,42516.4269402825
2023-12-28 00:00:00 UTC,43418.4677750429
2023-12-29 00:00:00 UTC,42600.6506331562
2023-12-30 00:00:00 UTC,42074.7071561885
2023-12-31 00:00:00 UTC,42220.6114012138
2024-01-01 00:00:00 UTC,42208.2021761865
2024-01-02 00:00:00 UTC,44168.6811868747
2024-01-03 00:00:00 UTC,44994.6738868924
2024-01-04 00:00:00 UTC,42821.558989158
2024-01-05 00:00:00 UTC,44195.5785620997
2024-01-06 00:00:00 UTC,44113.6997338908
2024-01-07 00:00:00 UTC,43956.1207172015
2024-01-08 00:00:00 UTC,43883.7438790517
2024-01-09 00:00:00 UTC,46936.1855612175
2024-01-10 00:00:00 UTC,46105.946078287
2024-01-11 00:00:00 UTC,46632.3131480498
2024-01-12 00:00:00 UTC,46314.3555416027
2024-01-13 00:00:00 UTC,42893.9296055048
2024-01-14 00:00:00 UTC,42848.4745164075
2024-01-15 00:00:00 UTC,41800.9328219341
2024-01-16 00:00:00 UTC,42587.3360383544
2024-01-17 00:00:00 UTC,43148.0016434269
2024-01-18 00:00:00 UTC,42713.859186939
2024-01-19 00:00:00 UTC,41261.3947980101
2024-01-20 00:00:00 UTC,41600.9409325446
2024-01-21 00:00:00 UTC,41626.1071100366
2024-01-22 00:00:00 UTC,41541.8994570626
2024-01-23 00:00:00 UTC,39504.7300575844
2024-01-24 00:00:00 UTC,39833.4541050169
2024-01-25 00:00:00 UTC,40123.6710584715
2024-01-26 00:00:00 UTC,39938.2864415588
2024-01-27 00:00:00 UTC,41862.9356109399
2024-01-28 00:00:00 UTC,42119.6104946431
2024-01-29 00:00:00 UTC,42026.5785623215
2024-01-30 00:00:00 UTC,43267.6092763877
2024-01-31 00:00:00 UTC,42892.0345301445
2024-02-01 00:00:00 UTC,42583.2635466342
2024-02-02 00:00:00 UTC,43069.0434209368
2024-02-03 00:00:00 UTC,43170.6585615997
2024-02-04 00:00:00 UTC,42976.8482999083
2024-02-05 00:00:00 UTC,42599.3599705598
2024-02-06 00:00:00 UTC,42648.4569211354
2024-02-07 00:00:00 UTC,43087.7874081429
2024-02-08 00:00:00 UTC,44247.4154154793
2024-02-09 00:00:00 UTC,45338.2711897895
